sl_id,sl_store,sl_address,sl_address2,sl_city,sl_state,sl_zip,sl_country,sl_latitude,sl_longitude,sl_tags,sl_description,sl_email,sl_url,sl_hours,sl_phone,sl_fax,sl_image
,New Bryn Mawr C E,"5605 N. Broadway St Chicago, IL 60660",,,,,United States,41.9839421,-87.659896,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-784-3363,,
,New Calumet City C E,"592 Burnham Ave Calumet City, IL 60409",,,,,United States,41.618557,-87.539964,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-862-7934,,
,New Calumet City Sibley Boulevard C E,"1651 Sibley Blvd Calumet City, IL 60409",,,,,United States,41.6227524,-87.5652033,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-862-5115,,
,New Chicago Rush C E,"62 E. Chicago Ave Chicago, IL 60611",,,,,United States,41.896933,-87.625841,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-944-4643,,
,New Cottage And 87th C E,"816 E. 87th St Chicago, IL 60619",,,,,United States,41.7366975,-87.604106,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-483-7749,,
,New Damen Grand C E,"2003 W. Grand Ave Chicago, IL 60612",,,,,United States,41.890594,-87.677153,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-829-2460,,
,New Devon Central C E,"5429 W. Devon Ave Chicago, IL 60646",,,,,United States,41.9972763,-87.7646284,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-763-3183,,
,New Devon Mccormick,"3310 W. Devon Lincolnwood IL,  60712",,,,,United States,41.997601,-87.712397,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-673-3300,,
,New Dolton C E,"14200 Chicago Rd Dolton, IL 60419",,,,,United States,41.636957,-87.607816,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-849-5051,,
,New Fairfield C E,"2560 W. Cermak Rd Chicago, IL 60608",,,,,United States,41.852239,-87.690265,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-247-5888,,
,New Fullerton Central C E,"5546 W. Fullerton Ave Chicago, IL 60639",,,,,United States,41.9242661,-87.7654083,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-237-0332,,
,New Fullerton Kimball C E,"3408 W. Fullerton Ave Chicago, IL 60647",,,,,United States,41.9249719,-87.712387,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-772-6040,,
,New Glenview C E,"1633 Waukegan Rd Glenview, IL 60025",,,,,United States,42.0850326,-87.7982472,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-729-2552,,
,New Grand Ashland C E,"1601 W. Grand Ave Chicago, IL 60622",,,,,United States,41.8907481,-87.6672841,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-243-2066,,
,New Hawthorne C E,"5129 W. 31st St Cicero, IL 60804",,,,,United States,41.836262,-87.75342,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-656-2770,,
,New Irving And Narragansett C E,"6412 W. Irving Park Rd Chicago, IL 60634",,,,,United States,41.9529483,-87.7870489,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-725-9433,,
,New Kedzie Cermak C E,"2210 S. Kedzie Ave Chicago, IL 60623",,,,,United States,41.8513895,-87.7053776,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-277-2210,,
,New Kedzie Wilson C E,"4601 N. Kedzie Ave Chicago, IL 60625",,,,,United States,41.96494,-87.707992,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-583-3100,,
,New Laramie Lake C E,"5157 W. Lake St Chicago, IL 60644",,,,,United States,41.88721,-87.7550854,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-378-4700,,
,New Liberty,"10600 S. Ewing Ave Chicago, IL 60617",,,,,United States,41.7027033,-87.5352861,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-768-7145,,
,New Libertyville C E,"1002 N. Milwaukee Ave Libertyville, IL 60048",,,,,United States,42.2939663,-87.9554189,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-362-4000,,
,New Lincoln Addison C E,"1812 W. Addison St Chicago, IL 60613",,,,,United States,41.9470466,-87.6745086,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-477-3790,,
,New Matteson 24hr C E Inc,"4453 W. Lincoln Hwy Matteson, IL 60443",,,,,United States,41.5061408,-87.7740366,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-481-8720,,
,New Milwaukee Ballard C E,"9107 N. Milwaukee Ave Niles, IL 60714",,,,,United States,42.0462897,-87.831071,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-966-6440,,
,New Milwaukee Kimball C E,"2814 N. Milwaukee Ave Chicago, IL 60618",,,,,United States,41.932223,-87.713065,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-227-1477,,
,New North And Austin C E,"5953 W. North Ave. Chicago, IL 60639",,,,,United States,41.909182,-87.7750432,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-889-8388,,
,New Oakton Rt 83 C E,"1505 A Elmhurst Rd Des Plaines, IL 60018",,,,,United States,42.024349,-87.939942,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-593-0005,,
,New Ogden Milwaukee C E Inc,"800 N. Milwaukee Ave Chicago, IL 60622",,,,,United States,41.8963597,-87.6560896,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-666-0988,,
,New Pulaski Diversey C E,"2739 N. Pulaski Rd Chicago, IL 60639",,,,,United States,41.931149,-87.726603,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-252-1267,,
,New Pulaski Fullerton C E,"4001 W. Fullerton Ave Chicago, IL 60639",,,,,United States,41.9244433,-87.7267902,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-772-0638,,
,New South Chicago C E,"3007 E. 92nd St Chicago, IL 60617",,,,,United States,41.7282235,-87.5508154,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-734-0044,,
,New Washington Sheridan Latino,"126 Washington St. Waukegan IL,  60085",,,,,United States,42.3596809,-87.8308087,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-662-0670,,
,North And Pulaski C E Inc,"4009 W. North Ave Chicago, IL 60639",,,,,United States,41.909585,-87.726926,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-772-6100,,
,North Avenue And Route 83 C E,"683 W. North Ave Elmhurst, IL 60126",,,,,United States,41.9058519,-87.9656863,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,630-279-2110,,
,Northbrook Check Cashers,"2750 Dundee Rd Northbrook, IL 60062",,,,,United States,42.1383975,-87.8477334,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-272-6500,,
,Northcenter C E,"4101 N. Lincoln Ave Chicago, IL 60618",,,,,United States,41.9560941,-87.6799637,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-549-5000,,
,Northwest Insurance  26th Street,"3416 W. 26TH St. Chicago IL,  60623",,,,,United States,41.844532,-87.7106833,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-542-5780,,
,Northwest Insurance  47th Street,"1658 W. 47TH St. Chicago IL,  60609",,,,,United States,41.8086866,-87.6671673,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-733-7065,,
,Northwest Insurance  Cicero,"6100 W. Cermak Cicero IL,  60804",,,,,United States,41.851177,-87.776552,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-780-8650,,
,Northwest Insurance  Commercial,"9001 S. Commercial Chicago IL,  60617",,,,,United States,41.731716,-87.550878,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-336-3600,,
,Northwest Insurance  Corporate,"330 S. Wells STE 1600 Chicago IL,  60606",,,,,United States,41.8771094,-87.6338518,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-427-1777,,
,Northwest Insurance  Fullerton,"6060 W. Fullerton Chicago IL,  60639",,,,,United States,41.924074,-87.777929,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-622-5574,,
,Northwest Insurance  Pulaski,"5945 S. Pulaski Chicago IL,  60629",,,,,United States,41.7848109,-87.7228629,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-284-7474,,
,Northwest Insurance  Stone Park,"1681B N. Mannheim Rd. Stone Park IL,  60165",,,,,United States,41.903017,-87.883338,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-223-1810,,
,Northwest Insurance  Western,"4450 N. Western Chicago IL,  60625",,,,,United States,41.962797,-87.68908,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-433-3300,,
,Oak Park And Belmont C E,"6756 W. Belmont Ave Chicago, IL 60634",,,,,United States,41.9381748,-87.7954332,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-427-5690,,
,Order Express 002,"1421 W. 18th St. Chicago, IL 60608",,,,,United States,41.8578374,-87.6622497,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-243-5186,,
,Order Express 003,"5831 S. Kedzie Ave. Chicago, IL 60629",,,,,United States,41.7872823,-87.7033313,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-737-9656,,
,Order Express 008,"3340 W. Lawrence Ave. Chicago, IL 60625",,,,,United States,41.9684549,-87.7125826,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-588-5634,,
,Chicago Department of Finance Office,400 W. Superior St,,Chicago,IL,60654,United States,41.8957664,-87.6391959,City Vehicle Stickers: P/LP/S/ST,,,,Mon - Fri: 8am - 4:30pm&lt;br /&gt;Sat: 8am - 3:30pm&lt;br /&gt;Sun: Closed,Phone number not available,,
,Chicago Department of Finance Office,2550 W. Addison St,,Chicago,IL,60618,United States,41.947353,-87.692659,City Vehicle Stickers: P/LP/S/ST,,,,Mon - Fri: 8am - 6:30pm&lt;br /&gt;Sat: Closed&lt;br /&gt;Sun: Closed,Phone number not available,,
,Chicago Department of Finance Office,2006 E. 95th St,,Chicago,IL,60617,United States,41.7229009,-87.5750119,City Vehicle Stickers: P/LP/S/ST,,,,Mon - Fri: 8am - 6:30pm&lt;br /&gt;Sat: Closed&lt;br /&gt;Sun: Closed,Phone number not available,,
,Chicago Department of Finance Office,4770 S. Kedzie Blvd,,Chicago,IL,60632,United States,41.8060391,-87.7054029,City Vehicle Stickers: P/LP/S/ST,,,,Mon - Fri: 8am - 6:30pm&lt;br /&gt;Sat: Closed&lt;br /&gt;Sun: Closed,Phone number not available,,
,Office of the City Clerk&#44; Archer,5674 S. Archer Ave,,Chicago,IL,60638,United States,41.7974482,-87.7529726,City Vehicle Stickers: P/LP/S/ST&#44; Large Truck Vehicle Stickers: LT&#44; Antique Vehicle Tags&#44; Motorcycle Tags&#44; Transfer or Replacement Stickers&#44; Daily Residential Parking Permits,,,,Mon - Fri: 9am - 5pm&lt;br /&gt;&lt;a href=http://chicityclerk.com/office-info/office-locations/&quot; target=&quot;&quot;_blank&quot;&quot;&gt;View Special Saturday/Sunday Hours&lt;/a&gt;&quot;&quot;&quot;,312-745-1100,,
,Western Elston C E Inc,"2802 N. Western Ave Chicago, IL 60618",,,,,United States,41.9328149,-87.6883476,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-384-3211,,
,Western 79th Check Cashers,"2417-1/2 W. 79th St Chicago, IL 60652",,,,,United States,41.7499959,-87.6836626,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-776-0435,,
,Wabash Adams C E Inc,"27 E. Adams St Chicago, IL 60603",,,,,United States,41.8794633,-87.6265602,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-922-3647,,
,Vincennes And 79th C E,"353 W. 79th St Chicago, IL 60620",,,,,United States,41.750774,-87.6334404,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-483-6735,,
,Vincennes And 75th C E,"250 W. 75th St Chicago, IL 60621",,,,,United States,41.7581441,-87.6314837,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-224-4600,,
,Villa Oaks C E,"133 W. Roosevelt Rd Villa Park, IL 60181",,,,,United States,41.859903,-87.981712,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,630-889-1802,,
,Vernon Hills C E Inc,"701 N. Milwaukee Ave Vernon Hills, IL 60061",,,,,United States,42.2390978,-87.9429547,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-816-1230,,
,Van Buren And Ashland C E,"1646 W. Van Buren St Chicago, IL 60612",,,,,United States,41.8763335,-87.6683634,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-226-3090,,
,Thatcher Woods C E Inc,"8263 W. Belmont Ave River Grove, IL 60171",,,,,United States,41.9375728,-87.832714,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-453-1120,,
,Suburban Bank And Trust Chicago Branch,"9901 S. Western Ave Chicago, IL 60643",,,,,United States,41.7134983,-87.6814476,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-987-3230,,
,Stony Island C E Inc,"6714 S. Stony Island Ave Chicago, IL 60649",,,,,United States,41.7730534,-87.5862914,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-363-0207,,
,Stone Park C E,"1625 N. Mannheim Rd Stone Park, IL 60165",,,,,United States,41.900818,-87.883296,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-345-3433,,
,State Bank Of Countryside,"3323 N. Clark St Chicago, IL 60657",,,,,United States,41.9423163,-87.6525812,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-755-2500,,
,Signature Bank Wacker Dr,"191 N. Wacker Chicago, IL 60606",,,,,United States,41.8854,-87.6365,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-506-3404,,
,Signature Bank Northwest Hwy,"6400 N. Northwest Highway Chicago, IL 60631",,,,,United States,41.996882,-87.80737,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-467-5600,,
,Sibley C E,"83 W. Sibley Blvd South Holland, IL 60473",,,,,United States,41.622374,-87.619017,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-339-6888,,
,Sibley Boulevard And Calumet Expressway C E,"15010 Michigan City Rd Dolton, IL 60419",,,,,United States,41.6181166,-87.5734611,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-841-3130,,
,Seaway Bank And Trust Michigan,"11116 S. Michigan Ave Chicago, IL 60628",,,,,United States,41.6920606,-87.6212152,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-660-8950,,
,Seaway Bank And Trust Company King Drive,"3501 S. Martin Luther King Drive Chicago, IL 60653",,,,,United States,41.8310591,-87.6169374,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-624-7350,,
,Seaway Bank And Trust Company  Main,"645 E. 87th St Chicago, IL 60619",,,,,United States,41.7365149,-87.6078155,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-602-4000,,
,Schiller Park C E Inc,"9452 Irving Park Rd Schiller Park, IL 60176",,,,,United States,41.954764,-87.863583,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-678-5277,,
,Roosevelt Western C E,"1143 S. Western Ave Chicago, IL 60612",,,,,United States,41.867147,-87.6856789,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-666-7909,,
,Roosevelt And Mannheim C E,"334-36 S. Mannheim Rd Hillside, IL 60162",,,,,United States,41.864134,-87.883025,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-544-1801,,
,River Run C E,"20518 N. Milwaukee Ave Deerfield, IL 60015",,,,,United States,42.1590404,-87.9180926,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-459-9800,,
,Richton Park C E,"3720 W. Sauk Trail Richton Park, IL 60471",,,,,United States,41.484809,-87.7056659,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-481-4510,,
,Pollux LLC,"9641 W. Grand Ave Franklin Park, IL 60131",,,,,United States,41.9297363,-87.8666501,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-451-9060,,
,Peterson Cicero C E,"6043 N. Cicero Ave Chicago, IL 60646",,,,,United States,41.990736,-87.748298,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-777-4140,,
,Peoples C E,"1605 Maple Ave Evanston, IL 60201",,,,,United States,42.047288,-87.68495,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-328-5337,,
,Park Federal Savings Bank 55th Street,"2740 W. 55th St. Chicago, IL 60632",,,,,United States,41.793969,-87.692971,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-434-6040,,
,Park Federal Savings Bank 47th Street,"5400 S. Pulaski Chicago, IL 60632",,,,,United States,41.7949119,-87.723587,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-582-8200,,
,Park Federal Savings Bank,"1823 W. 47th St. Chicago, IL 60609",,,,,United States,41.80828,-87.670819,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-843-1900,,
,Palwaukee C E,"690 Milwaukee Ave Prospect Heights, IL 60070",,,,,United States,42.1046435,-87.8877327,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,847-537-7575,,
,Palos Hills C E,"9911 S. Roberts Road, Palos Hills, IL 60456",,,,,United States,41.7108054,-87.8175597,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-430-2810,,
,Pacific Global Bank  China Town,"2156A S. Archer Ave Chicago, IL 60616",,,,,United States,41.853585,-87.634334,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-225-2220,,
,Pacific Global Bank  Ashland,"3233 S. Ashland Ave Chicago, IL 60608",,,,,United States,41.834613,-87.6655727,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-843-3233,,
,Pacific Global Bank,"2323 S. Wentworth Ave Chicago, IL 60616",,,,,United States,41.850257,-87.631676,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,312-225-2323,,
,Order Express 043,"3218 North Kimball Ave Chicago, IL 60618",,,,,United States,41.939888,-87.712904,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-588-5782,,
,Order Express 034,"565 W. Main Street, West Chicago, IL  60185",,,,,United States,41.8820634,-88.1957907,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,630-562-1945,,
,Order Express 025,"3453 W. Montrose Ave. Chicago, IL 60618",,,,,United States,41.960868,-87.715192,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-267-8227,,
,Order Express 019,"4392 S. Archer Ave. Chicago, IL 60632",,,,,United States,41.8136713,-87.7049449,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-247-1192,,
,Order Express 017,"5916 W. Cermak Rd., Cicero, IL  60804",,,,,United States,41.8509423,-87.7720714,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,708-656-0384,,
,Order Express 010,"4201 W. North Ave. Chicago, IL 60651",,,,,United States,41.9098433,-87.7310398,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-227-3935,,
,43rd & Ashland ,4303 S Ashland Ave ,,Chicago,IL ,60609,United States,41.8158083,-87.6650414,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 247-4422,(773) 247-8636,
,43rd & Pulaski ,4328 S Pulaski Rd ,,Chicago,IL ,60632,United States,41.8143673,-87.7240316,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 247-4450,(773) 247-4456,
,55th & California ,5453 S California Ave ,,Chicago,IL ,60632,United States,41.7941221,-87.6937874,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 776-6800,(773) 776-1278,
,55th & Pulaski ,5501 S Pulaski Rd ,,Chicago,IL ,60629,United States,41.7930585,-87.7229771,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 735-4300,(773) 735-4595,
,62nd & Western ,6152 S Western Ave,,Chicago,IL ,60636,United States,41.7813405,-87.6839225,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 776-4500,(773) 776-8410,
,63rd & Ashland ,6240 S Ashland Ave ,,Chicago,IL ,60636,United States,41.780092,-87.664605,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 737-2260,(773) 737-3074,
,63rd & Pulaski ,4021 W 63rd St ,,Chicago,IL ,60629,United States,41.7785583,-87.7236519,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 767-7636,(773) 767-9055,
,67th & Pulaski ,6701 S Pulaski ,,Chicago,IL,60629,United States,41.771232,-87.722196,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 585-8980,(773) 526-5335,
,87th & Kedzie ,3218 W 87th St,,Chicago,IL ,60652,United States,41.737597,-87.70249,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 434-1781,(773) 434-1783,
,95th & Ashland ,9459 S Ashland Ave ,,Chicago,IL ,60620,United States,41.7213906,-87.6624868,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 238-8900,(773) 238-0061,
,95th & Kedzie ,3200 W 95th St ,,Evergreen Park,IL ,60805,United States,41.7208056,-87.7018749,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(708) 424-7474,(708) 424-3146,
,Archer & 63rd ,7655 1/2 63rd St ,,Summit Argo,IL ,60501,United States,41.776743,-87.812795,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(708) 458-1552,(708) 458-0189,
,Austin & Archer ,6177 S Archer Ave ,,Chicago,IL ,60638,United States,41.793719,-87.773498,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 735-7494,(773) 735-8767,
,Belmont & Central ,5559 W Belmont Ave ,,Chicago,IL ,60641,United States,41.9386894,-87.7666131,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 685-0202,(773) 685-0748,
,California & 63rd ,2756 W 63rd St ,,Chicago,IL ,60629,United States,41.779404,-87.693208,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 778-3838,(773) 778-4551,
,California & Division ,2745 W Division St ,,Chicago,IL ,60622,United States,41.902639,-87.696209,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,(773) 486-4416,(773) 486-4025,
,Western North C E Inc,"1555 N. Western Ave Chicago, IL 60622",,,,,United States,41.9102702,-87.6870587,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-278-1360,,
,Wilson Broadway C E,"4559 N. Broadway St Chicago, IL 60640",,,,,United States,41.9654474,-87.657457,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-561-0026,,
,Youngs Lincoln C E,"5671 N. Lincoln Ave Chicago, IL 60659",,,,,United States,41.984806,-87.697328,City Vehicle Stickers: P/LP/S/ST,Addional $5.50 Service Fee,,,Please call for hours,773-989-1114,,